0.000000  6.642792
4.939263  6.647217
9.878527  6.660546
14.817790  6.682951
19.757054  6.714719
24.696317  6.756268
29.635581  6.808157
34.574844  6.871109
39.514108  6.946034
44.453371  7.034065
49.392635  7.136605
54.331898  7.255385
59.271162  7.392552
64.210425  7.550770
69.149689  7.733377
74.088952  7.944586
79.028216  8.189779
83.967479  8.475916
88.906743  8.812152
93.846006  9.210741
98.785270  9.688463
103.724533  10.268882
108.663797  10.986142
113.603060  11.891593
118.542324  13.066107
123.481587  14.644651
128.420851  16.870005
133.360114  20.224984
138.299378  25.813997
143.238641  36.718936
148.177905  62.738909
153.117168  -40.094378
158.056432  -44.621601
162.995695  -25.218623
167.934959  -16.643470
172.874222  -11.973513
177.813486  -9.060589
182.752749  -7.077340
187.692013  -5.643038
192.631276  -4.559152
197.570540  -3.712301
202.509803  -3.033125
207.449067  -2.476850
212.388330  -2.013296
217.327594  -1.621390
222.266857  -1.285974
227.206120  -0.995870
232.145384  -0.742656
237.084647  -0.519865
242.023911  -0.322451
246.963174  -0.146422
251.902438  0.011427
256.841701  0.153693
261.780965  0.282504
266.720228  0.399622
271.659492  0.506516
276.598755  0.604420
281.538019  0.694381
286.477282  0.777291
291.416546  0.853912
296.355809  0.924905
301.295073  0.990841
306.234336  1.052216
311.173600  1.109467
316.112863  1.162975
321.052127  1.213078
325.991390  1.260075
330.930654  1.304230
335.869917  1.345780
340.809181  1.384937
345.748444  1.421890
350.687708  1.456809
355.626971  1.489848
360.566235  1.521146
365.505498  1.550829
370.444762  1.579011
375.384025  1.605795
380.323289  1.631278
385.262552  1.655545
390.201816  1.678676
395.141079  1.700743
400.080343  1.721813
405.019606  1.741949
409.958870  1.761205
414.898133  1.779636
419.837397  1.797288
424.776660  1.814208
429.715924  1.830435
434.655187  1.846009
439.594451  1.860966
444.533714  1.875339
449.472977  1.889159
454.412241  1.902455
459.351504  1.915253
464.290768  1.927580
469.230031  1.939458
474.169295  1.950910
479.108558  1.961957
484.047822  1.972618
488.987085  1.982911
493.926349  1.992854
