-0.000000	-0.000000	0.000000
-0.000000	-0.000000	0.000000
0.000000	0.000000	0.000000
5.024636	5.372160	37.457544
5.024636	5.480897	28.099368
5.024636	5.480763	32.430923
5.024636	5.480996	25.726473
5.024636	5.479631	27.701462
5.024636	5.480330	37.760549
8.553821	8.563837	41.522303
8.553821	8.564621	35.729727
8.553821	8.564455	37.542796
9.410977	9.701959	7.335482
9.410977	9.692476	13.473100
9.410977	9.694643	7.975997
10.564853	10.588907	12.218769
10.564853	10.585381	12.964530
10.564853	10.584799	13.413529
10.564853	10.589033	11.528917
10.564853	10.589073	10.569132
10.564853	10.592277	13.403024
11.394889	11.619316	11.630088
11.394889	11.620302	11.366644
11.394889	11.622099	11.760220
2.629975	2.841417	22.830303
2.629975	2.842281	23.519625
4.418774	4.807259	15.426376
4.418774	4.806839	23.518094
5.450287	5.605074	20.850256
6.190685	6.469276	26.244704
6.190685	6.470659	20.654325
6.587846	6.869624	14.138557
6.587846	6.869061	18.329349
7.898051	7.974533	22.171999
7.898051	7.975740	52.112400
8.537398	8.647349	27.044073
8.972246	9.211067	17.624164
9.322041	9.424740	10.545703
9.322041	9.423560	14.478909
9.732496	9.950029	8.479758
9.732496	9.951756	9.854244
9.746687	9.952919	11.176620
10.308297	10.394538	8.286045
10.308297	10.394921	9.540592
10.770526	10.860091	9.203276
10.770526	10.856997	10.063227
11.181401	11.356129	24.194968
11.181401	11.357855	9.047569
3.925776	4.142327	17.432193
4.751624	4.778618	5.713215
5.576914	5.835376	31.830127
5.576914	5.835461	35.074971
5.960141	6.354742	13.266080
6.108986	6.313325	12.351192
6.108986	6.313472	19.226961
6.565316	6.874007	20.813519
7.249488	5.835604	35.059143
7.755970	7.993132	19.561895
7.755970	7.992874	24.920590
8.188881	8.287140	14.392311
8.313522	8.640909	22.391417
8.961124	9.013379	12.868533
9.367361	9.529578	13.254344
9.367361	9.529882	10.497417
9.886632	9.968118	12.791941
9.933675	10.127994	10.912950
10.018960	10.197542	10.444464
10.039756	10.156322	9.917504
10.039756	10.160522	7.942538
10.537294	10.197447	10.360068
10.537294	10.655736	15.924955
10.972222	11.131894	17.210364
5.141238	6.046779	13.235045
5.141238	6.054753	15.211783
5.735116	6.047050	18.341145
5.735116	6.054491	16.029598
5.735116	6.049890	13.503614
6.983071	7.124356	21.833652
6.983071	7.125415	25.429942
6.983071	7.126162	19.279804
7.689682	7.983552	23.070603
7.689682	7.876148	14.770852
7.689682	7.872285	20.116964
7.697591	7.983447	22.594304
8.503233	8.762822	11.763619
8.503233	8.756162	11.974496
8.826775	8.950331	9.173364
8.826775	8.947364	9.694997
8.826775	8.944132	16.289560
9.565096	9.781347	10.204714
9.565096	9.781791	9.069038
9.565096	9.783133	9.029978
10.664010	10.756106	8.643342
10.664010	10.753079	8.326774
10.664010	10.751392	12.607663
10.665650	10.705508	7.962377
