LAMMPS data file. 

    384 atoms

   2 atom types

     0.000000    15.992350 xlo xhi
     0.000000    16.962448 ylo yhi
     0.000000    136.604678 zlo zhi
0.000000 0.000000 0.000000 xy xz yz

Masses

   1   22.989769
   2   35.450000

Atoms # full

1   1   1  0.000000     3.073864     4.027494     51.999044 
2   1   1  0.000000     7.071952     4.027494     51.999044 
3   1   1  0.000000     5.072908     1.200420     50.000000 
4   1   2  0.000000     5.072908     4.027494     50.000000 
5   1   2  0.000000     7.071952     1.200420     51.999044 
6   1   2  0.000000     3.073864     1.200420     51.999044 
7   1   1  0.000000     1.074821     1.200420     50.000000 
8   1   2  0.000000     1.074821     4.027494     50.000000 
9   1   1  0.000000     3.073864     4.027494     55.997131 
10   1   1  0.000000     7.071952     4.027494     55.997131 
11   1   1  0.000000     5.072908     1.200420     53.998087 
12   1   2  0.000000     5.072908     4.027494     53.998087 
13   1   2  0.000000     7.071952     1.200420     55.997131 
14   1   2  0.000000     3.073864     1.200420     55.997131 
15   1   1  0.000000     1.074821     1.200420     53.998087 
16   1   2  0.000000     1.074821     4.027494     53.998087 
17   1   1  0.000000     3.073864     4.027494     59.995219 
18   1   1  0.000000     7.071952     4.027494     59.995219 
19   1   1  0.000000     5.072908     1.200420     57.996175 
20   1   2  0.000000     5.072908     4.027494     57.996175 
21   1   2  0.000000     7.071952     1.200420     59.995219 
22   1   2  0.000000     3.073864     1.200420     59.995219 
23   1   1  0.000000     1.074821     1.200420     57.996175 
24   1   2  0.000000     1.074821     4.027494     57.996175 
25   1   1  0.000000     3.073864     4.027494     63.993306 
26   1   1  0.000000     7.071952     4.027494     63.993306 
27   1   1  0.000000     5.072908     1.200420     61.994262 
28   1   2  0.000000     5.072908     4.027494     61.994262 
29   1   2  0.000000     7.071952     1.200420     63.993306 
30   1   2  0.000000     3.073864     1.200420     63.993306 
31   1   1  0.000000     1.074821     1.200420     61.994262 
32   1   2  0.000000     1.074821     4.027494     61.994262 
33   1   1  0.000000     3.073864     9.681644     51.999044 
34   1   1  0.000000     7.071952     9.681644     51.999044 
35   1   1  0.000000     5.072908     6.854569     50.000000 
36   1   2  0.000000     5.072908     9.681644     50.000000 
37   1   2  0.000000     7.071952     6.854569     51.999044 
38   1   2  0.000000     3.073864     6.854569     51.999044 
39   1   1  0.000000     1.074821     6.854569     50.000000 
40   1   2  0.000000     1.074821     9.681644     50.000000 
41   1   1  0.000000     3.073864     9.681644     55.997131 
42   1   1  0.000000     7.071952     9.681644     55.997131 
43   1   1  0.000000     5.072908     6.854569     53.998087 
44   1   2  0.000000     5.072908     9.681644     53.998087 
45   1   2  0.000000     7.071952     6.854569     55.997131 
46   1   2  0.000000     3.073864     6.854569     55.997131 
47   1   1  0.000000     1.074821     6.854569     53.998087 
48   1   2  0.000000     1.074821     9.681644     53.998087 
49   1   1  0.000000     3.073864     9.681644     59.995219 
50   1   1  0.000000     7.071952     9.681644     59.995219 
51   1   1  0.000000     5.072908     6.854569     57.996175 
52   1   2  0.000000     5.072908     9.681644     57.996175 
53   1   2  0.000000     7.071952     6.854569     59.995219 
54   1   2  0.000000     3.073864     6.854569     59.995219 
55   1   1  0.000000     1.074821     6.854569     57.996175 
56   1   2  0.000000     1.074821     9.681644     57.996175 
57   1   1  0.000000     3.073864     9.681644     63.993306 
58   1   1  0.000000     7.071952     9.681644     63.993306 
59   1   1  0.000000     5.072908     6.854569     61.994262 
60   1   2  0.000000     5.072908     9.681644     61.994262 
61   1   2  0.000000     7.071952     6.854569     63.993306 
62   1   2  0.000000     3.073864     6.854569     63.993306 
63   1   1  0.000000     1.074821     6.854569     61.994262 
64   1   2  0.000000     1.074821     9.681644     61.994262 
65   1   1  0.000000     3.073864    15.335793     51.999044 
66   1   1  0.000000     7.071952    15.335793     51.999044 
67   1   1  0.000000     5.072908    12.508719     50.000000 
68   1   2  0.000000     5.072908    15.335793     50.000000 
69   1   2  0.000000     7.071952    12.508719     51.999044 
70   1   2  0.000000     3.073864    12.508719     51.999044 
71   1   1  0.000000     1.074821    12.508719     50.000000 
72   1   2  0.000000     1.074821    15.335793     50.000000 
73   1   1  0.000000     3.073864    15.335793     55.997131 
74   1   1  0.000000     7.071952    15.335793     55.997131 
75   1   1  0.000000     5.072908    12.508719     53.998087 
76   1   2  0.000000     5.072908    15.335793     53.998087 
77   1   2  0.000000     7.071952    12.508719     55.997131 
78   1   2  0.000000     3.073864    12.508719     55.997131 
79   1   1  0.000000     1.074821    12.508719     53.998087 
80   1   2  0.000000     1.074821    15.335793     53.998087 
